date,Low,High
2022-02-28,29666.685546875,30293.1328125
2022-03-01,29666.685546875,30069.400390625
2022-03-02,28548.033203125,29756.177734375
2022-03-03,28682.271484375,29174.478515625
2022-03-04,28995.494140625,29487.701171875
2022-03-07,28727.017578125,29084.986328125
2022-03-08,28592.779296875,29040.240234375
2022-03-09,28369.048828125,28950.748046875
2022-03-10,28727.017578125,29263.970703125
2022-03-11,28682.271484375,28995.494140625
2022-03-14,28458.541015625,28995.494140625
2022-03-15,28503.287109375,28861.255859375
2022-03-16,28637.525390625,28950.748046875
2022-03-17,28816.509765625,29487.701171875
2022-03-18,29353.462890625,29711.431640625
2022-03-21,29129.732421875,29487.701171875
2022-03-22,29353.462890625,29756.177734375
2022-03-23,29398.208984375,29935.162109375
2022-03-24,29129.732421875,29442.955078125
2022-03-25,28727.017578125,29263.970703125
2022-03-28,28458.541015625,29129.732421875
2022-03-29,28548.033203125,28727.017578125
2022-03-30,28503.287109375,29129.732421875
2022-03-31,28727.017578125,29174.478515625
2022-04-01,29040.240234375,29666.685546875
2022-04-04,29398.208984375,29890.416015625
2022-04-05,28950.748046875,29353.462890625
2022-04-06,28727.017578125,29219.224609375
2022-04-07,28950.748046875,29532.447265625
2022-04-08,28682.271484375,29129.732421875
2022-04-12,27742.6015625,28816.509765625
2022-04-13,27921.5859375,28324.302734375
2022-04-14,27876.83984375,28548.033203125
2022-04-15,27653.109375,28145.318359375
2022-04-18,26131.7421875,27653.109375
2022-04-19,25729.02734375,26758.1875
2022-04-20,25550.041015625,26221.234375
2022-04-21,25415.802734375,26400.21875
2022-04-22,25863.265625,26489.7109375
2022-04-25,24476.134765625,26265.98046875
2022-04-26,22820.52734375,24834.103515625
2022-04-27,24610.373046875,25326.310546875
2022-04-28,25013.087890625,25460.548828125
2022-04-29,24834.103515625,25371.056640625
2022-05-04,24073.419921875,25057.833984375
2022-05-05,24162.912109375,24968.341796875
2022-05-06,24162.912109375,24968.341796875
2022-05-09,22507.3046875,23983.927734375
2022-05-10,21478.14453125,22641.54296875
2022-05-11,22552.05078125,24073.419921875
2022-05-12,22238.828125,23804.943359375
2022-05-13,21030.681640625,22507.3046875
2022-05-16,21925.60546875,22686.2890625
2022-05-17,21836.11328125,23491.720703125
2022-05-18,23536.466796875,24386.642578125
2022-05-19,23089.00390625,23625.958984375
2022-05-20,23133.75,23670.705078125
2022-05-23,22373.06640625,23446.97265625
2022-05-24,22373.06640625,23267.98828125
2022-05-25,23267.98828125,24162.912109375
2022-05-26,23760.197265625,24386.642578125
2022-05-27,23894.435546875,24386.642578125
2022-05-30,24162.912109375,24520.880859375
2022-05-31,24162.912109375,25013.087890625
2022-06-01,24610.373046875,25057.833984375
2022-06-02,24431.388671875,25057.833984375
2022-06-03,24028.673828125,24699.865234375
2022-06-06,24341.896484375,24834.103515625
2022-06-07,23715.451171875,24520.880859375
2022-06-08,24431.388671875,25147.326171875
2022-06-09,24610.373046875,24968.341796875
2022-06-10,24252.404296875,24699.865234375
2022-06-13,22596.796875,23804.943359375
2022-06-14,22104.58984375,23044.2578125
2022-06-15,21522.890625,22731.03515625
2022-06-16,21925.60546875,22552.05078125
2022-06-17,20627.966796875,21612.3828125
2022-06-20,20225.251953125,21343.90625
2022-06-21,20135.759765625,21075.427734375
2022-06-22,20896.443359375,21478.14453125
2022-06-23,21030.681640625,22596.796875
2022-06-24,22104.58984375,22820.52734375
2022-06-27,22104.58984375,22954.765625
2022-06-28,22328.3203125,24476.134765625
2022-06-29,23760.197265625,24162.912109375
2022-06-30,23357.48046875,24118.166015625
2022-07-01,22865.2734375,24162.912109375
2022-07-04,23804.943359375,24297.150390625
2022-07-05,23760.197265625,24610.373046875
2022-07-06,23089.00390625,24073.419921875
2022-07-07,23089.00390625,23983.927734375
2022-07-08,23044.2578125,23849.689453125
2022-07-11,22775.78125,23133.75
2022-07-12,22731.03515625,23267.98828125
2022-07-13,23044.2578125,24118.166015625
2022-07-14,23536.466796875,24341.896484375
2022-07-15,24162.912109375,24610.373046875
2022-07-18,24073.419921875,24341.896484375
2022-07-19,23536.466796875,24073.419921875
2022-07-20,23804.943359375,24476.134765625
2022-07-21,24207.658203125,24610.373046875
2022-07-22,24073.419921875,24744.611328125
2022-07-25,23804.943359375,24252.404296875
2022-07-26,23715.451171875,24073.419921875
2022-07-27,23491.720703125,24162.912109375
2022-07-28,24162.912109375,25236.818359375
2022-07-29,24341.896484375,25057.833984375
2022-08-01,24655.119140625,25684.279296875
2022-08-02,25371.056640625,25908.01171875
2022-08-03,25326.310546875,26176.48828125
2022-08-04,25729.02734375,26221.234375
2022-08-05,25684.279296875,26042.25
2022-08-08,25818.51953125,26176.48828125
2022-08-09,25639.533203125,26042.25
2022-08-10,25371.056640625,25818.51953125
2022-08-11,25415.802734375,25952.7578125
2022-08-12,25415.802734375,25684.279296875
2022-08-15,25773.7734375,26355.47265625
2022-08-16,26042.25,26400.21875
2022-08-17,26042.25,26355.47265625
2022-08-18,25729.02734375,26086.99609375
2022-08-19,25236.818359375,25997.50390625
2022-08-22,24923.595703125,25415.802734375
2022-08-23,24744.611328125,25192.072265625
2022-08-24,25192.072265625,25550.041015625
2022-08-25,25147.326171875,25684.279296875
2022-08-26,25371.056640625,25863.265625
2022-08-29,24699.865234375,25236.818359375
2022-08-30,24968.341796875,25550.041015625
2022-08-31,24968.341796875,25505.294921875
2022-09-05,24968.341796875,25371.056640625
2022-09-06,24968.341796875,25639.533203125
2022-09-07,24476.134765625,25415.802734375
2022-09-08,24028.673828125,24699.865234375
2022-09-09,23581.212890625,24341.896484375
2022-09-12,24162.912109375,24386.642578125
2022-09-13,24207.658203125,24744.611328125
2022-09-14,24073.419921875,24341.896484375
2022-09-15,24073.419921875,24431.388671875
2022-09-16,23446.97265625,24073.419921875
2022-09-19,22596.796875,23402.2265625
2022-09-20,22910.01953125,23267.98828125
2022-09-21,22820.52734375,23223.2421875
2022-09-22,22373.06640625,22910.01953125
2022-09-23,22373.06640625,22910.01953125
2022-09-26,20806.951171875,22104.58984375
2022-09-27,20851.697265625,21388.65234375
2022-09-28,20851.697265625,21254.4140625
2022-09-29,20225.251953125,21388.65234375
2022-09-30,20091.013671875,20806.951171875
2022-10-03,19330.330078125,20583.220703125
2022-10-04,18345.9140625,20314.744140625
2022-10-05,19061.853515625,19867.283203125
2022-10-06,19017.107421875,19912.029296875
2022-10-07,17853.70703125,19061.853515625
2022-10-10,17450.9921875,18748.62890625
2022-10-11,17450.9921875,18569.64453125
2022-10-12,17808.9609375,18927.61328125
2022-10-13,18927.61328125,20046.267578125
2022-10-14,20091.013671875,20538.474609375
2022-10-17,19598.806640625,20359.490234375
2022-10-18,20448.982421875,20941.189453125
2022-10-19,20180.505859375,20896.443359375
2022-10-20,20269.998046875,21209.666015625
2022-10-21,19375.076171875,20806.951171875
2022-10-24,18614.390625,19688.298828125
2022-10-25,18748.62890625,20091.013671875
2022-10-26,20001.521484375,20762.205078125
2022-10-27,20135.759765625,21433.3984375
2022-10-28,21478.14453125,22283.57421875
2022-10-31,20896.443359375,22059.84375
2022-11-01,21836.11328125,22775.78125
2022-11-02,21343.90625,21970.3515625
2022-11-03,21030.681640625,21567.63671875
2022-11-04,19688.298828125,21925.60546875
2022-11-07,20627.966796875,21925.60546875
2022-11-08,20583.220703125,21612.3828125
2022-11-09,21478.14453125,22238.828125
